ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDER LINE NUMBER,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,MONTH-YEAR,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE1,ADDRESS LINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEALSIZE
10417,36,$61.18,"$2,202.48",6,5/13/2005,Disputed,2,5,2005,2005-05,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10101,26,$100.00,"$2,600.00",1,01-09-2003,Shipped,1,1,2003,2003-01,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium
10110,31,$100.00,"$3,100.00",1,3/18/2003,Shipped,1,3,2003,2003-03,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10125,34,$100.00,"$3,400.00",2,5/21/2003,Shipped,2,5,2003,2003-05,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,41,$100.00,"$4,100.00",8,7/16/2003,Shipped,3,7,2003,2003-07,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Large
10149,23,$100.00,"$2,300.00",5,09-12-2003,Shipped,3,9,2003,2003-09,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,48,$100.00,"$4,800.00",3,10/18/2003,Shipped,4,10,2003,2003-10,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large
10173,22,$100.00,"$2,200.00",7,11-05-2003,Shipped,4,11,2003,2003-11,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,21,$100.00,"$2,100.00",4,11-12-2003,Shipped,4,11,2003,2003-11,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10193,22,$100.00,"$2,200.00",8,11/21/2003,Shipped,4,11,2003,2003-11,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10205,40,$100.00,"$4,000.00",3,12-03-2003,Shipped,4,12,2003,2003-12,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10214,50,$100.00,"$5,000.00",1,1/26/2004,Shipped,1,1,2004,2004-01,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Large
10227,29,$100.00,"$2,900.00",4,03-02-2004,Shipped,1,3,2004,2004-03,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10244,43,$100.00,"$4,300.00",8,4/29/2004,Shipped,2,4,2004,2004-04,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10255,24,$100.00,"$2,400.00",1,06-04-2004,Shipped,2,6,2004,2004-06,Vintage Cars,168,S18_2795,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10280,22,$100.00,"$2,200.00",10,8/17/2004,Shipped,3,8,2004,2004-08,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10289,43,$100.00,"$4,300.00",3,09-03-2004,Shipped,3,9,2004,2004-09,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Large
10304,20,$100.00,"$2,000.00",14,10-11-2004,Shipped,4,10,2004,2004-10,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,25,$100.00,"$2,500.00",11,10/21/2004,Shipped,4,10,2004,2004-10,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,36,$100.00,"$3,600.00",2,11-04-2004,Shipped,4,11,2004,2004-11,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,24,$52.67,"$1,264.08",1,11/17/2004,Shipped,4,11,2004,2004-11,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347,21,$100.00,"$2,100.00",6,11/29/2004,Shipped,4,11,2004,2004-11,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,30,$100.00,"$3,000.00",1,12-09-2004,Shipped,4,12,2004,2004-12,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10367,32,$94.79,"$3,033.28",7,01-12-2005,Resolved,1,1,2005,2005-01,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium
10380,21,$47.18,$990.78,8,2/16/2005,Shipped,1,2,2005,2005-02,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10390,26,$78.11,"$2,030.86",7,03-04-2005,Shipped,1,3,2005,2005-03,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10421,35,$100.00,"$3,500.00",1,5/29/2005,In Process,2,5,2005,2005-05,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10109,26,$100.00,"$2,600.00",1,03-10-2003,Shipped,1,3,2003,2003-03,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10123,46,$100.00,"$4,600.00",3,5/20/2003,Shipped,2,5,2003,2003-05,Classic Cars,132,S18_2870,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium
10137,37,$100.00,"$3,700.00",3,07-10-2003,Shipped,3,7,2003,2003-07,Classic Cars,132,S18_2870,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium
10148,27,$100.00,"$2,700.00",10,09-11-2003,Shipped,3,9,2003,2003-09,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,23,$100.00,"$2,300.00",9,10/17/2003,Shipped,4,10,2003,2003-10,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172,39,$100.00,"$3,900.00",7,11-05-2003,Shipped,4,11,2003,2003-11,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10181,27,$100.00,"$2,700.00",3,11-12-2003,Shipped,4,11,2003,2003-11,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,38,$100.00,"$3,800.00",8,11/20/2003,Shipped,4,11,2003,2003-11,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,27,$100.00,"$2,700.00",14,12-02-2003,Shipped,4,12,2003,2003-12,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,40,$100.00,"$4,000.00",7,1/16/2004,Shipped,1,1,2004,2004-01,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10226,24,$100.00,"$2,400.00",5,2/26/2004,Shipped,1,2,2004,2004-02,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium
10241,44,$100.00,"$4,400.00",12,4/13/2004,Shipped,2,4,2004,2004-04,Classic Cars,132,S18_2870,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10253,37,$100.00,"$3,700.00",2,06-01-2004,Cancelled,2,6,2004,2004-06,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,20,$100.00,"$2,000.00",3,07-06-2004,Shipped,3,7,2004,2004-07,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,39,$100.00,"$3,900.00",3,08-06-2004,Shipped,3,8,2004,2004-08,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10287,44,$100.00,"$4,400.00",1,8/30/2004,Shipped,3,8,2004,2004-08,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10301,22,$100.00,"$2,200.00",5,10-05-2003,Shipped,4,10,2003,2003-10,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10311,43,$100.00,"$4,300.00",10,10/16/2004,Shipped,4,10,2004,2004-10,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10321,27,$100.00,"$2,700.00",7,11-04-2004,Shipped,4,11,2004,2004-11,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10331,26,$64.90,"$1,687.40",10,11/17/2004,Shipped,4,11,2004,2004-11,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small
10343,25,$52.32,"$1,308.00",3,11/24/2004,Shipped,4,11,2004,2004-11,Classic Cars,132,S18_2870,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10366,49,$100.00,"$4,900.00",2,01-10-2005,Shipped,1,1,2005,2005-01,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10379,29,$100.00,"$2,900.00",5,02-10-2005,Shipped,1,2,2005,2005-02,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10407,41,$100.00,"$4,100.00",12,4/22/2005,On Hold,2,4,2005,2005-04,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10419,55,$100.00,"$5,500.00",2,5/17/2005,Shipped,2,5,2005,2005-05,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Large
10103,27,$83.07,"$2,242.89",12,1/29/2003,Shipped,1,1,2003,2003-01,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10112,23,$100.00,"$2,300.00",2,3/24/2003,Shipped,1,3,2003,2003-03,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10126,31,$90.17,"$2,795.27",12,5/28/2003,Shipped,2,5,2003,2003-05,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Small
10139,46,$100.00,"$4,600.00",1,7/16/2003,Shipped,3,7,2003,2003-07,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10150,47,$91.18,"$4,285.46",9,9/19/2003,Shipped,3,9,2003,2003-09,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10163,31,$100.00,"$3,100.00",2,10/20/2003,Shipped,4,10,2003,2003-10,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10174,46,$100.00,"$4,600.00",5,11-06-2003,Shipped,4,11,2003,2003-11,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10183,37,$89.15,"$3,298.55",9,11/13/2003,Shipped,4,11,2003,2003-11,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium
10193,28,$93.21,"$2,609.88",1,11/21/2003,Shipped,4,11,2003,2003-11,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10206,37,$90.17,"$3,336.29",7,12-05-2003,Shipped,4,12,2003,2003-12,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10215,49,$100.00,"$4,900.00",4,1/29/2004,Shipped,1,1,2004,2004-01,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10228,24,$100.00,"$2,400.00",3,03-10-2004,Shipped,1,3,2004,2004-03,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10244,30,$100.00,"$3,000.00",1,4/29/2004,Shipped,2,4,2004,2004-04,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10257,50,$88.14,"$4,407.00",1,6/14/2004,Shipped,2,6,2004,2004-06,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Medium
10270,31,$96.24,"$2,983.44",10,7/19/2004,Shipped,3,7,2004,2004-07,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10280,46,$100.00,"$4,600.00",3,8/17/2004,Shipped,3,8,2004,2004-08,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10291,47,$100.00,"$4,700.00",12,09-08-2004,Shipped,3,9,2004,2004-09,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10304,46,$100.00,"$4,600.00",7,10-11-2004,Shipped,4,10,2004,2004-10,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,37,$100.00,"$3,700.00",4,10/21/2004,Shipped,4,10,2004,2004-10,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,33,$100.00,"$3,300.00",12,11-04-2004,Shipped,4,11,2004,2004-11,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10333,31,$90.17,"$2,795.27",5,11/18/2004,Shipped,4,11,2004,2004-11,Vintage Cars,101,S18_2949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10347,48,$100.00,"$4,800.00",9,11/29/2004,Shipped,4,11,2004,2004-11,Vintage Cars,101,S18_2949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10357,41,$87.13,"$3,572.33",6,12-10-2004,Shipped,4,12,2004,2004-12,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10369,42,$100.00,"$4,200.00",1,1/20/2005,Shipped,1,1,2005,2005-01,Vintage Cars,101,S18_2949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10381,41,$100.00,"$4,100.00",8,2/17/2005,Shipped,1,2,2005,2005-02,Vintage Cars,101,S18_2949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10391,32,$45.25,"$1,448.00",6,03-09-2005,Shipped,1,3,2005,2005-03,Vintage Cars,101,S18_2949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10423,10,$88.14,$881.40,1,5/30/2005,In Process,2,5,2005,2005-05,Vintage Cars,101,S18_2949,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10103,35,$57.46,"$2,011.10",14,1/29/2003,Shipped,1,1,2003,2003-01,Vintage Cars,62,S18_2957,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10111,28,$64.33,"$1,801.24",2,3/25/2003,Shipped,1,3,2003,2003-03,Vintage Cars,62,S18_2957,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10126,46,$73.70,"$3,390.20",14,5/28/2003,Shipped,2,5,2003,2003-05,Vintage Cars,62,S18_2957,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10139,20,$71.20,"$1,424.00",3,7/16/2003,Shipped,3,7,2003,2003-07,Vintage Cars,62,S18_2957,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small
10150,30,$49.97,"$1,499.10",11,9/19/2003,Shipped,3,9,2003,2003-09,Vintage Cars,62,S18_2957,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small
10163,48,$69.96,"$3,358.08",4,10/20/2003,Shipped,4,10,2003,2003-10,Vintage Cars,62,S18_2957,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10173,28,$53.72,"$1,504.16",2,11-05-2003,Shipped,4,11,2003,2003-11,Vintage Cars,62,S18_2957,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10183,39,$68.08,"$2,655.12",11,11/13/2003,Shipped,4,11,2003,2003-11,Vintage Cars,62,S18_2957,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10193,24,$51.84,"$1,244.16",3,11/21/2003,Shipped,4,11,2003,2003-11,Vintage Cars,62,S18_2957,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10206,28,$67.46,"$1,888.88",9,12-05-2003,Shipped,4,12,2003,2003-12,Vintage Cars,62,S18_2957,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Small
10215,31,$58.71,"$1,820.01",6,1/29/2004,Shipped,1,1,2004,2004-01,Vintage Cars,62,S18_2957,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10228,45,$63.71,"$2,866.95",5,03-10-2004,Shipped,1,3,2004,2004-03,Vintage Cars,62,S18_2957,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small
10244,24,$58.09,"$1,394.16",3,4/29/2004,Shipped,2,4,2004,2004-04,Vintage Cars,62,S18_2957,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10257,49,$53.72,"$2,632.28",3,6/14/2004,Shipped,2,6,2004,2004-06,Vintage Cars,62,S18_2957,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small
10269,32,$63.08,"$2,018.56",1,7/16/2004,Shipped,3,7,2004,2004-07,Vintage Cars,62,S18_2957,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10280,43,$68.71,"$2,954.53",5,8/17/2004,Shipped,3,8,2004,2004-08,Vintage Cars,62,S18_2957,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10291,37,$50.59,"$1,871.83",14,09-08-2004,Shipped,3,9,2004,2004-09,Vintage Cars,62,S18_2957,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10304,24,$64.96,"$1,559.04",9,10-11-2004,Shipped,4,10,2004,2004-10,Vintage Cars,62,S18_2957,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,35,$53.72,"$1,880.20",6,10/21/2004,Shipped,4,10,2004,2004-10,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10322,41,$29.87,"$1,224.67",13,11-04-2004,Shipped,4,11,2004,2004-11,Vintage Cars,62,S18_2957,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10332,26,$100.00,"$2,600.00",17,11/17/2004,Shipped,4,11,2004,2004-11,Vintage Cars,62,S18_2957,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347,34,$64.96,"$2,208.64",10,11/29/2004,Shipped,4,11,2004,2004-11,Vintage Cars,62,S18_2957,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10357,49,$70.58,"$3,458.42",5,12-10-2004,Shipped,4,12,2004,2004-12,Vintage Cars,62,S18_2957,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10369,28,$44.21,"$1,237.88",6,1/20/2005,Shipped,1,1,2005,2005-01,Vintage Cars,62,S18_2957,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10381,40,$68.08,"$2,723.20",4,2/17/2005,Shipped,1,2,2005,2005-02,Vintage Cars,62,S18_2957,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10392,37,$59.96,"$2,218.52",3,03-10-2005,Shipped,1,3,2005,2005-03,Vintage Cars,62,S18_2957,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Small
10423,31,$53.72,"$1,665.32",3,5/30/2005,In Process,2,5,2005,2005-05,Vintage Cars,62,S18_2957,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10106,41,$83.44,"$3,421.04",18,2/17/2003,Shipped,1,2,2003,2003-02,Ships,86,S18_3029,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119,21,$89.46,"$1,878.66",9,4/28/2003,Shipped,2,4,2003,2003-04,Ships,86,S18_3029,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small
10130,40,$96.34,"$3,853.60",2,6/16/2003,Shipped,2,6,2003,2003-06,Ships,86,S18_3029,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,NA,Taylor,Leslie,Medium
10143,46,$74.84,"$3,442.64",13,08-10-2003,Shipped,3,8,2003,2003-08,Ships,86,S18_3029,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium
